BFE,SI,FRI,SE,CBD,AE,AR,NAS,CPS,PD,9COH,9UYS,9MPS,9FF,9AIF,6COH,6UYS,6MPS,6FF,6AIF,WFA,Class
0.438818095,0.214925078,-0.437434785,-0.442578748,0.191298536,-0.208507267,3.813441638,0.381845228,-0.647577086,-0.340987436,-0.693435732,-0.698285885,-0.591533343,0.161497762,-0.259167501,-0.812588803,-0.648021416,-0.495391697,0.545827844,0.023852189,-0.561418835,1
0.377157534,0.05113747,-0.367839677,-0.700613744,0.180491892,-0.209138235,3.784101237,0.356308022,-0.534234233,-0.335259138,-0.77314292,-0.76496838,-0.64519396,0.175176778,-0.19656176,-0.742086014,-0.600788747,-0.510337769,0.476412053,-0.002405617,-0.288975707,1
0.416778778,0.303118405,-0.286645384,-0.643104478,0.219087048,-0.200082581,3.734081155,0.485958454,-0.651835047,-0.334409336,-0.631621993,-0.612432172,-0.423843915,0.155579494,-0.008744536,-0.663961302,-0.530880811,-0.327995688,0.450845638,0.190151626,-0.439201357,1
-0.31936585,-0.828381557,0.781343436,1.318959586,-1.341678484,-0.215344963,-0.204460578,0.346666868,1.140374536,-0.201401072,0.927212269,0.967995468,1.031113979,-0.287862304,0.570068685,0.656208971,0.554827238,0.779725251,-0.53134527,0.908026835,1.604480971,4
-0.316841175,-0.404495599,0.426574062,0.54169892,-0.987540329,-0.229497278,-0.192882712,1.02760296,0.344507596,-0.151663646,1.068179361,0.883014972,0.41564582,-0.292558434,-0.14799686,0.631925431,0.344663824,0.297192461,-0.52679895,-0.051247987,0.99444233,4
-0.382230265,-0.009510956,0.574394635,0.341115522,-1.56990085,-0.231813112,-0.225273705,0.722183095,2.080944556,-0.229478651,0.968673178,1.074221088,0.825957926,-0.291846899,0.763832404,1.105454453,0.826669046,0.830518177,-0.548393972,0.584550442,0.323432739,4
-0.340323562,-0.843471661,0.797204518,1.344843729,-1.358179092,-0.216804666,-0.213938516,0.318082273,1.175421484,-0.199996594,0.96389912,1.003281877,1.041477209,-0.290119957,0.560057636,0.686116975,0.579562071,0.784535849,-0.537738779,0.916073812,1.674255497,4
-0.337720218,-0.406377417,0.431380531,0.54336362,-0.993005992,-0.231397968,-0.201999884,1.020236333,0.35475533,-0.14870935,1.109258747,0.915653389,0.406831063,-0.294962418,-0.180382832,0.66107676,0.362849965,0.286967337,-0.533050795,-0.073092013,1.045208051,4
-0.405146832,0.000914947,0.583807192,0.336530044,-1.593512867,-0.233785962,-0.235400181,0.705299586,2.145299666,-0.22894907,1.006651951,1.112817487,0.829928493,-0.294228712,0.759859032,1.149360946,0.859874469,0.836911482,-0.555318718,0.582517895,0.349240665,4
-0.361341989,-0.858633934,0.813090302,1.370739046,-1.374711835,-0.218277845,-0.223410129,0.289494973,1.210518182,-0.198586618,1.000636803,1.038611668,1.051789719,-0.292381385,0.549981923,0.716056637,0.604317494,0.789290067,-0.544137573,0.92407818,1.740187069,4
-0.358659875,-0.408314447,0.43619751,0.545008404,-0.998489625,-0.233312699,-0.211110268,1.01289424,0.36502098,-0.145747567,1.150394603,0.948331788,0.397940967,-0.297370366,-0.21286219,0.690258775,0.381048289,0.276666532,-0.539307744,-0.09501702,1.092106418,4
-0.428126629,0.011301438,0.593236174,0.331916626,-1.617166148,-0.235772947,-0.245521164,0.688428392,2.209742149,-0.228415115,1.044683214,1.151461517,0.833840135,-0.29661446,0.755828747,1.193317066,0.893111356,0.843250439,-0.562249432,0.580429799,0.375081016,4
-0.382360416,-0.873796206,0.828976086,1.396634363,-1.391244578,-0.219751024,-0.232881742,0.260907674,1.245614881,-0.197176642,1.037374485,1.073941459,1.06210223,-0.294642814,0.539906209,0.745996298,0.629072917,0.794044285,-0.550536368,0.932082548,1.806118641,4
-0.379599532,-0.410251478,0.44101449,0.546653188,-1.003973257,-0.23522743,-0.220220652,1.005552147,0.37528663,-0.142785783,1.191530459,0.981010188,0.389050871,-0.299778314,-0.245341548,0.719440791,0.399246613,0.266365727,-0.545564694,-0.116942027,1.139004784,4
-0.451106425,0.021687929,0.602665155,0.327303207,-1.640819429,-0.237759933,-0.255642146,0.671557199,2.274184632,-0.227881159,1.082714477,1.190105548,0.837751777,-0.299000208,0.751798461,1.237273187,0.926348243,0.849589396,-0.569180147,0.578341703,0.400921368,4
-0.329814349,-0.835890525,0.789261626,1.331896071,-1.34991272,-0.216068077,-0.20920271,0.332375922,1.157873135,-0.200701582,0.945530279,0.985616981,1.036320953,-0.288989242,0.565095493,0.671147144,0.56718436,0.78215874,-0.534539381,0.912071629,1.641289711,4
-0.32725039,-0.405408902,0.428972041,0.542541228,-0.990264176,-0.230440602,-0.197444693,1.02390738,0.349622505,-0.150190242,1.088690819,0.899314189,0.41127611,-0.293758444,-0.164143152,0.646485753,0.353750803,0.29211774,-0.52992232,-0.06212951,1.021758868,4
-0.393656934,-0.004278298,0.579092701,0.338836753,-1.581686227,-0.23279247,-0.23033969,0.713735182,2.113078424,-0.229216048,0.98763632,1.093495471,0.827972672,-0.293035838,0.761874175,1.127382886,0.843256026,0.833742003,-0.551853361,0.583561943,0.336320489,4
-0.350832776,-0.851052798,0.80514741,1.357791388,-1.366445463,-0.217541255,-0.218674323,0.303788623,1.192969833,-0.199291606,0.982267961,1.020946772,1.046633464,-0.291250671,0.555019779,0.701086806,0.591939782,0.786912958,-0.540938176,0.920075996,1.707221283,4
-0.348190047,-0.407345932,0.43378902,0.544186012,-0.995747808,-0.232355333,-0.206555076,1.016565287,0.359888155,-0.147228459,1.129826675,0.931992588,0.402386015,-0.296166392,-0.196622511,0.675667768,0.371949127,0.281816935,-0.536179269,-0.084054516,1.068657234,4
-0.41663673,0.006108193,0.588521683,0.334223335,-1.605339508,-0.234779455,-0.240460672,0.696863989,2.177520907,-0.228682092,1.025667583,1.132139502,0.831884314,-0.295421586,0.757843889,1.171339006,0.876492913,0.840080961,-0.558784075,0.581473847,0.36216084,4
-0.371851202,-0.86621507,0.821033194,1.383686704,-1.382978206,-0.219014434,-0.228145936,0.275201324,1.228066531,-0.19788163,1.019005644,1.056276564,1.056945975,-0.293512099,0.544944066,0.731026467,0.616695205,0.791667176,-0.547336971,0.928080364,1.773152855,4
-0.369129703,-0.409282962,0.438606,0.545830796,-1.001231441,-0.234270064,-0.21566546,1.009223193,0.370153805,-0.144266675,1.170962531,0.964670988,0.393495919,-0.29857434,-0.229101869,0.704849783,0.390147451,0.271516129,-0.542436219,-0.105979523,1.115555601,4
-0.439616527,0.016494683,0.597950664,0.329609917,-1.628992789,-0.23676644,-0.250581655,0.679992796,2.24196339,-0.228148137,1.063698846,1.170783533,0.835795956,-0.297807334,0.753813604,1.215295127,0.9097298,0.846419918,-0.565714789,0.579385751,0.388001192,4
-0.392869629,-0.881377342,0.836918978,1.409582021,-1.399510949,-0.220487613,-0.237617549,0.246614024,1.26316323,-0.196471654,1.055743327,1.091606355,1.067258486,-0.295773528,0.534868353,0.760966129,0.641450628,0.796421394,-0.553735765,0.936084731,1.839084427,4
-0.39006936,-0.411219993,0.44342298,0.54747558,-1.006715074,-0.236184795,-0.224775843,1.0018811,0.380419455,-0.141304892,1.212098386,0.997349388,0.384605823,-0.300982288,-0.261581228,0.734031798,0.408345775,0.261215324,-0.548693168,-0.12790453,1.162453967,4
-0.462596323,0.026881174,0.607379646,0.324996498,-1.652646069,-0.238753425,-0.260702638,0.663121603,2.306405873,-0.227614182,1.101730109,1.209427563,0.839707598,-0.300193082,0.749783319,1.259251247,0.942966687,0.852758875,-0.572645504,0.577297655,0.413841544,4
-0.16003214,0.864274278,0.10757715,-0.084983951,0.303335022,-0.225709723,-0.128007692,0.906391846,-0.477545183,-0.173070171,0.508886447,0.476633553,0.560335189,-0.268361394,0.044738482,0.316270845,0.269944547,0.923270396,-0.471173819,0.6585479,0.091372276,3
-0.220581221,-0.764457119,0.037549127,-0.184347684,0.184499196,-0.232223726,-0.115602733,0.728496044,-0.536303314,-0.226513209,-0.423596259,-0.408610389,0.05919955,-0.087349355,0.216850312,-0.587512375,-0.481641185,0.156279149,0.954345214,0.311770409,-0.396887742,2
-0.217778022,-0.33944665,-0.128767429,-0.100402462,0.236926766,-0.226966811,-0.141613131,0.83968092,-0.480758518,-0.203710846,0.012446207,-0.000805622,0.165501049,-0.242069142,0.034614257,0.00997677,-0.020219491,0.49465764,-0.424060348,0.36131005,-0.487968123,3
-0.152013064,0.842566837,0.111753428,-0.077275211,0.287809958,-0.224890471,-0.124277232,0.914062635,-0.470106304,-0.172691537,0.497994804,0.467160247,0.558342295,-0.267439175,0.053441878,0.307134084,0.261899157,0.913727756,-0.468709989,0.652919788,0.081185948,3
-0.211499281,-0.757574216,0.042954659,-0.174894738,0.171060147,-0.231290129,-0.112090026,0.739289572,-0.527833009,-0.225196449,-0.418119334,-0.402544344,0.066003466,-0.089604576,0.222532499,-0.580784351,-0.476493427,0.160200081,0.931785839,0.312229542,-0.398503276,2
-0.20874529,-0.340024274,-0.120442417,-0.092423069,0.222567417,-0.226125493,-0.137643844,0.848522736,-0.473263233,-0.202794353,0.010268952,-0.001898081,0.170438975,-0.241608451,0.04349537,0.006216619,-0.023171414,0.492638761,-0.422423536,0.360899577,-0.487984855,3
-0.168068989,0.886016432,0.103349336,-0.092780308,0.319033926,-0.226536257,-0.131729052,0.898753589,-0.485026432,-0.17338401,0.519726955,0.486051411,0.562253937,-0.269274366,0.035898283,0.325368108,0.277959297,0.932744627,-0.473619409,0.664056299,0.101559315,3
-0.229681993,-0.771333811,0.032090833,-0.193889986,0.198110006,-0.233164718,-0.119106123,0.717731936,-0.544817017,-0.227766109,-0.429140639,-0.414747373,0.052312718,-0.085081719,0.211034332,-0.594295712,-0.486832736,0.152276385,0.976947775,0.311185494,-0.395280042,2
-0.226829539,-0.338855377,-0.137148113,-0.10846974,0.251458794,-0.227815434,-0.145573556,0.830870469,-0.488296229,-0.20456308,0.014563639,0.000223033,0.160482068,-0.242520126,0.025596162,0.013692064,-0.017303286,0.49660061,-0.425678095,0.361595609,-0.487960819,3
-0.176096952,0.90774123,0.09914729,-0.100532856,0.33464591,-0.227359149,-0.135454963,0.891099067,-0.492486496,-0.173730247,0.53059303,0.495496994,0.564209758,-0.270191961,0.027126485,0.33448512,0.285989367,0.942253063,-0.476074119,0.669624555,0.111745999,3
-0.238773349,-0.778213609,0.02665892,-0.20338761,0.211634936,-0.234102013,-0.122614171,0.706953119,-0.55330902,-0.229050939,-0.434651291,-0.420848888,0.045467345,-0.082820291,0.205285249,-0.601051393,-0.49200239,0.148314537,0.999528743,0.31066347,-0.393668425,2
-0.235871664,-0.338270928,-0.145500961,-0.116493076,0.265904483,-0.228660404,-0.149538412,0.822044336,-0.495812727,-0.205447444,0.016710982,0.001283589,0.155503614,-0.242975964,0.016646558,0.017429786,-0.014369222,0.498581534,-0.427305375,0.361943625,-0.487948801,3
-0.17208297,0.896878831,0.101248313,-0.096656582,0.326839918,-0.226947703,-0.133592008,0.894926328,-0.488756464,-0.173557128,0.525159992,0.490774202,0.563231848,-0.269733163,0.031512384,0.329926614,0.281974332,0.937498845,-0.474846764,0.666840427,0.106652657,3
-0.234227671,-0.77477371,0.029374876,-0.198638798,0.204872471,-0.233633366,-0.120860147,0.712342528,-0.549063019,-0.228408524,-0.431895965,-0.417798131,0.048890032,-0.083951005,0.208159791,-0.597673553,-0.489417563,0.150295461,0.988238259,0.310924482,-0.394474233,2
-0.231350601,-0.338563152,-0.141324537,-0.112481408,0.258681639,-0.228237919,-0.147555984,0.826457403,-0.492054478,-0.205005262,0.015637311,0.000753311,0.157992841,-0.242748045,0.02112136,0.015560925,-0.015836254,0.497591072,-0.426491735,0.361769617,-0.48795481,3
-0.164055008,0.875154033,0.105450359,-0.088904033,0.311227934,-0.22612481,-0.129866097,0.902580851,-0.4812964,-0.173210892,0.514293917,0.48132862,0.561276027,-0.268815568,0.040284181,0.320809602,0.273944262,0.92799041,-0.472392054,0.661272171,0.096465974,3
-0.225136315,-0.767893913,0.034806789,-0.189141174,0.191347541,-0.232696071,-0.117352099,0.723121345,-0.540571015,-0.227123694,-0.426385312,-0.411696616,0.055735405,-0.086212433,0.213908874,-0.590917872,-0.484247908,0.154257309,0.965657291,0.311446506,-0.39608585,2
-0.222308477,-0.339147601,-0.132971689,-0.104458072,0.24423595,-0.227392948,-0.143591128,0.835283536,-0.48453798,-0.204120898,0.013489967,-0.000307246,0.162971295,-0.242292208,0.030070964,0.011823203,-0.018770318,0.495610148,-0.424864455,0.361421601,-0.487966828,3
-0.369959232,-0.118553238,-0.193766841,-0.836654219,0.026229225,-0.099190658,-0.098439685,-0.029844297,1.039689101,-0.193591654,0.679546223,0.389726326,-0.637699165,-0.234653256,-1.227976087,0.563470275,0.237298254,-0.588804352,-0.380498428,-0.814952461,-0.173848365,3
-0.309143773,-1.149941761,-0.341195015,-0.378584521,0.571657513,-0.030683025,-0.098706222,0.128427177,0.642200448,-0.186336628,0.28005497,0.179634706,-0.522099474,-0.228037911,-0.659595613,0.655831164,0.210267328,-0.631734938,-0.379857997,-1.239201344,-0.553424749,3
-0.344886192,-0.672246024,-0.235413218,-0.673640091,0.694711455,-0.108977462,-0.097944688,0.025593038,0.480584183,-0.210135826,0.518347998,0.26941745,-0.666599088,-0.232367955,-1.189441818,0.542945633,0.22185201,-0.663932878,-0.381459075,-0.84323572,-0.613762036,3
-0.347553537,-0.938235696,-0.17710829,-0.611694723,0.807788052,-0.075267357,-0.098287378,0.130966292,0.406328061,-0.197795501,0.202960167,0.009047493,-0.68104905,-0.224670099,-1.170174683,0.116033082,-0.034941786,-0.545873765,-0.352639676,-0.673536167,-0.656546657,3
-0.296340519,-0.588106434,-0.268730319,-0.536708224,1.017312333,-0.120939113,-0.094137021,0.317168026,-0.524057467,-0.20016864,0.216977404,-0.012500365,-0.623249204,-0.222745636,-1.36284603,0.01238364,-0.14499627,-0.567339058,-0.335668252,-0.994079767,-0.464564382,3
-0.27073401,-0.449683237,-0.358686493,-0.694831928,1.004009204,-0.11985169,-0.092042804,0.342559171,-0.638062455,-0.201660328,-0.105419045,-0.226183295,-0.695499011,-0.212521921,-1.064205442,-0.176443065,-0.268566217,-0.69183776,-0.312932949,-1.031790779,-0.705913528,2
-0.314478463,-0.590820614,-0.318705971,-0.826873371,1.037267026,-0.181182333,-0.092118958,0.456819326,-0.715812982,-0.196507225,-0.314275876,-0.37163134,-0.594349281,-0.196404536,-0.727030584,-0.286249899,-0.309112606,-0.545873765,-0.28987743,-0.68296392,-0.773381585,2
-0.3155454,-0.254262254,-0.327035247,-0.831763795,0.781181794,-0.157911486,-0.095850471,0.126734434,-0.013000628,-0.180234269,0.034753324,-0.059187392,-0.363149898,-0.216130291,-0.746297719,0.078062494,-0.089003638,-0.460012591,-0.339831054,-0.880946732,-0.739921817,3
-0.353955164,-0.688531106,-0.152120464,-0.764928003,0.648150504,-0.125288804,-0.097678152,0.166513896,0.17482368,-0.189387807,-0.056358716,-0.16513103,-0.724398934,-0.217212802,-0.89080123,0.276125288,0.026843188,-0.610269645,-0.362886573,-0.965796509,-0.680681572,3
-0.378362993,-0.113643867,-0.19845571,-0.83645865,0.008550649,-0.096137926,-0.103711948,-0.06440681,1.071304346,-0.199830171,0.703930213,0.409595191,-0.633698622,-0.236851045,-1.229398541,0.585934492,0.252212089,-0.584763266,-0.386319992,-0.810428254,-0.163815435,3
-0.316425063,-1.164068724,-0.348604964,-0.369934362,0.564045903,-0.026365848,-0.103983404,0.09678588,0.666479248,-0.192441239,0.297065552,0.195625911,-0.515965308,-0.230113601,-0.650527471,0.680000085,0.224682254,-0.628486223,-0.38566774,-1.242507496,-0.55039766,3
-0.352827179,-0.677556159,-0.240870753,-0.670435772,0.689371052,-0.106105366,-0.103207815,-0.007946269,0.501880031,-0.216679699,0.539756753,0.287065774,-0.663131951,-0.234523564,-1.190153044,0.565031027,0.236480755,-0.66127844,-0.387298369,-0.839233536,-0.611848591,3
-0.355543755,-0.948455201,-0.181489692,-0.607347078,0.804534702,-0.071773073,-0.10355683,0.099371859,0.426253365,-0.204111608,0.218547811,0.02189017,-0.677848615,-0.226683629,-1.170530296,0.130238952,-0.025052684,-0.54104031,-0.357947051,-0.66640184,-0.655422888,3
-0.303385499,-0.591863605,-0.274802788,-0.530976554,1.017926172,-0.118287792,-0.099329869,0.289010317,-0.521304285,-0.206528549,0.232823764,-5.53967E-05,-0.618981958,-0.224723646,-1.366757777,0.024676453,-0.137138443,-0.562901788,-0.340662386,-0.992861712,-0.459897197,3
-0.277306371,-0.450885532,-0.366419283,-0.692018746,1.004377507,-0.117180299,-0.097197,0.314870107,-0.637413461,-0.208047768,-0.095523156,-0.217682271,-0.692565279,-0.214311232,-1.062605182,-0.167635426,-0.26298912,-0.689698362,-0.317507457,-1.031268755,-0.705700923,2
-0.321858215,-0.594627881,-0.325700841,-0.826497277,1.038249169,-0.179642921,-0.097274559,0.431239161,-0.71659903,-0.202799555,-0.308234855,-0.36581485,-0.589548629,-0.197896369,-0.719207089,-0.279468964,-0.304283873,-0.54104031,-0.294026402,-0.6760036,-0.774414238,2
-0.322944845,-0.251857664,-0.33418385,-0.831477964,0.777437373,-0.155942564,-0.101074945,0.095061894,-0.000814872,-0.186226249,0.047236374,-0.047604126,-0.354082001,-0.217986202,-0.738829838,0.091567542,-0.080112355,-0.453594397,-0.34490202,-0.87764058,-0.740336903,3
-0.362063537,-0.694141815,-0.156040666,-0.763408583,0.641950725,-0.122717765,-0.102936359,0.135575564,0.190476109,-0.195548734,-0.04555732,-0.155503164,-0.721998608,-0.219088692,-0.886000448,0.29328598,0.037872655,-0.606624745,-0.368383075,-0.964056429,-0.680003261,3
-0.386790518,-0.108750832,-0.203162983,-0.836306568,-0.009143116,-0.093089155,-0.108915285,-0.098967099,1.102892877,-0.206075801,0.728290279,0.429439787,-0.629744647,-0.239035811,-1.230885464,0.608375218,0.267108425,-0.580770672,-0.392096211,-0.805971929,-0.153786569,3
-0.32373037,-1.178207744,-0.356032707,-0.361329589,0.556416844,-0.022052917,-0.109191659,0.06514615,0.69073298,-0.198552993,0.314053867,0.211593718,-0.50987819,-0.232176296,-0.641526156,0.704145133,0.239079792,-0.62528582,-0.391432142,-1.245879771,-0.547373059,3
-0.360792036,-0.682880332,-0.246346521,-0.667275614,0.684012689,-0.10323719,-0.108402018,-0.041483581,0.523151484,-0.223230616,0.561142253,0.304690329,-0.659711262,-0.236666161,-1.190928901,0.587093015,0.251092063,-0.658672181,-0.393092315,-0.835299118,-0.609937385,3
-0.363557832,-0.958687641,-0.185889568,-0.603043852,0.801262924,-0.06828285,-0.108757357,0.067778983,0.44615458,-0.210434811,0.234113507,0.034710158,-0.674694569,-0.228684178,-1.170950619,0.144423189,-0.015179951,-0.536255524,-0.363209197,-0.659335981,-0.65430118,3
-0.31045455,-0.595635163,-0.280893351,-0.525289614,1.018520714,-0.115640342,-0.10445381,0.260853394,-0.518571331,-0.212895543,0.248648118,0.012366971,-0.61476134,-0.226688683,-1.370733436,0.036948062,-0.129296529,-0.558513098,-0.345611361,-0.991710795,-0.455232869,3
-0.283902908,-0.452102788,-0.374169793,-0.689249638,1.004726568,-0.114512783,-0.102282296,0.287181723,-0.636784225,-0.214442288,-0.085647934,-0.209202962,-0.689677876,-0.216087613,-1.06107007,-0.158848207,-0.257427424,-0.687607027,-0.322036901,-1.030813715,-0.705490174,2
-0.329261962,-0.598449523,-0.332713597,-0.826164711,1.039211932,-0.17810713,-0.10236126,0.405659202,-0.717404512,-0.209098986,-0.302213637,-0.360019471,-0.584794726,-0.199375338,-0.711450142,-0.272707994,-0.299470373,-0.536255524,-0.298130406,-0.669111711,-0.775448467,2
-0.330368281,-0.249468847,-0.341350304,-0.831235639,0.773674634,-0.15397736,-0.106230504,0.063390928,0.011348535,-0.192225397,0.059698175,-0.036043266,-0.34506181,-0.219829167,-0.731428424,0.105051113,-0.071237218,-0.447225228,-0.349927811,-0.874402037,-0.740753704,3
-0.370195743,-0.699766494,-0.159979445,-0.761932948,0.63573318,-0.12015058,-0.108125643,0.104638643,0.20610541,-0.201716791,-0.034776796,-0.145897267,-0.719644491,-0.220951633,-0.881265536,0.310424373,0.048885496,-0.603028246,-0.373834306,-0.962383606,-0.679326911,3
